Order ID,Order Date,Region,Product Category,Sales Channel,Customer Segment,Quantity,Unit Price,Discount %,Revenue,Profit,Delivery Days,Returned,Customer Rating
ORD-10076,2025-08-06,East,Electronics,Partner,Small Business,21,644.94,0,13543.74,1878.72,13,No,
ORD-10077,2024-03-13,West,Groceries,Retail Store,Consumer,17,849.47,0,14440.99,4552.43,1,No,4
ORD-10078,2024-11-04,South,Apparel,Retail Store,Small Business,9,863.25,15,6603.86,246.88,4,No,3
ORD-10079,2024-11-10,West,Electronics,Online,Corporate,1,178.73,15,151.92,5.15,7,No,1
ORD-10080,2025-05-19,East,Electronics,Partner,Corporate,23,307.56,5,6720.19,127.95,13,No,5
ORD-10081,2025-05-31,East,Electronics,Online,Consumer,7,448.65,0,3140.55,479.11,5,No,
ORD-10082,2025-09-30,West,Apparel,Retail Store,Small Business,20,172.65,0,3453.0,-178.84,10,No,3
ORD-10083,2024-02-25,West,Furniture,Online,Small Business,1,876.84,0,876.84,-43.78,7,No,5
ORD-10084,2024-11-17,South,Electronics,Online,Small Business,3,838.78,0,2516.34,976.19,12,No,
ORD-10085,2024-11-15,South,Apparel,Online,Consumer,12,886.56,5,10106.78,-413.15,2,No,3
ORD-10086,2024-05-06,East,Toys,Retail Store,Consumer,25,190.63,0,4765.75,-263.89,8,No,2
ORD-10087,2025-07-08,West,Apparel,Online,Small Business,7,294.36,15,1751.44,219.63,13,No,3
ORD-10088,2024-02-11,North,Apparel,Retail Store,Consumer,2,420.33,20,672.53,197.48,10,No,2
ORD-10089,2024-10-05,East,Groceries,Retail Store,Corporate,20,44.01,15,748.17,-58.44,13,No,5
ORD-10090,2024-03-07,West,Electronics,Retail Store,Corporate,8,101.0,15,686.8,258.77,14,No,1
ORD-10091,2025-05-23,East,Furniture,Partner,Consumer,1,723.3,15,614.8,137.49,6,No,3
ORD-10092,2025-01-05,South,Toys,Online,Corporate,3,463.14,5,1319.95,-62.87,1,No,4
ORD-10093,2025-07-11,North,Groceries,Retail Store,Small Business,6,882.33,0,5293.98,-200.95,2,No,3
ORD-10094,2025-04-02,South,Furniture,Partner,Small Business,8,123.97,5,942.17,323.63,11,No,2
ORD-10095,2024-10-27,East,Groceries,Online,Corporate,19,244.56,0,4646.64,203.13,4,No,1
ORD-10096,2024-10-15,East,Toys,Online,Small Business,7,297.07,5,1975.52,361.83,11,No,5
ORD-10097,2025-04-20,South,Electronics,Retail Store,Corporate,4,9.02,20,28.86,-1.73,5,No,
ORD-10098,2024-02-21,South,Furniture,Online,Corporate,20,875.8,10,15764.4,2779.81,3,No,4
ORD-10099,2024-09-23,East,Electronics,Online,Consumer,4,575.52,15,1956.77,204.2,3,No,1
ORD-10100,2024-09-18,North,Electronics,Retail Store,Corporate,20,660.34,0,13206.8,3422.67,3,No,2
ORD-10101,2024-03-20,West,Furniture,Online,Corporate,2,716.78,10,1290.2,-37.81,7,No,4
ORD-10102,2024-06-07,East,Toys,Retail Store,Corporate,3,589.49,5,1680.05,426.57,7,No,2
ORD-10103,2025-08-03,East,Groceries,Partner,Consumer,14,377.72,20,4230.46,488.05,7,No,
ORD-10104,2025-03-20,West,Furniture,Partner,Corporate,14,106.62,0,1492.68,224.58,3,No,
ORD-10105,2024-02-22,North,Toys,Partner,Small Business,5,578.4,5,2747.4,1053.94,12,No,1
ORD-10106,2024-05-29,North,Groceries,Online,Corporate,10,149.82,0,1498.2,247.58,13,No,2
ORD-10107,2024-05-09,West,Electronics,Online,Small Business,16,286.5,10,4125.6,949.6,14,No,5
ORD-10108,2024-08-15,West,Toys,Online,Small Business,13,555.18,0,7217.34,209.8,7,No,1
ORD-10109,2025-01-27,South,Groceries,Online,Small Business,4,138.77,15,471.82,161.01,11,No,5
ORD-10110,2024-11-27,East,Electronics,Partner,Corporate,13,541.57,10,6336.37,469.56,4,No,3
ORD-10111,2025-01-11,North,Apparel,Partner,Corporate,17,397.33,0,6754.61,1031.0,8,No,3
ORD-10112,2024-07-02,East,Apparel,Retail Store,Corporate,13,100.83,0,1310.79,-44.75,8,No,4
ORD-10113,2024-02-11,East,Electronics,Partner,Small Business,21,121.59,15,2170.38,-86.85,13,No,3
ORD-10114,2024-05-19,North,Electronics,Online,Consumer,3,896.53,15,2286.15,939.3,8,No,1
ORD-10115,2024-08-14,South,Electronics,Retail Store,Small Business,12,551.35,0,6616.2,380.41,14,No,1
ORD-10116,2024-09-17,South,Toys,Retail Store,Corporate,16,191.45,0,3063.2,-188.64,3,No,1
ORD-10117,2024-10-11,East,Groceries,Online,Small Business,13,156.02,20,1622.61,-90.4,14,No,3
ORD-10118,2025-07-22,East,Toys,Partner,Small Business,19,621.41,0,11806.79,4112.3,12,No,2
ORD-10119,2025-01-19,North,Groceries,Retail Store,Consumer,19,135.84,0,2580.96,21.62,12,No,2
ORD-10120,2025-06-12,East,Groceries,Partner,Consumer,10,577.12,20,4616.96,1355.35,4,No,2
ORD-10121,2025-09-22,South,Apparel,Retail Store,Consumer,14,463.85,0,6493.9,1469.31,1,No,
ORD-10122,2024-01-03,East,Toys,Partner,Consumer,12,276.85,10,2989.98,378.59,5,No,1
ORD-10123,2024-07-28,South,Groceries,Online,Consumer,20,746.48,0,14929.6,4086.77,8,No,
ORD-10124,2024-05-28,North,Groceries,Partner,Small Business,13,731.36,0,9507.68,3483.03,10,No,4
ORD-10125,2025-03-30,South,Toys,Online,Consumer,17,661.5,0,11245.5,-553.68,1,No,1
ORD-10126,2024-08-31,North,Furniture,Partner,Small Business,2,821.01,0,1642.02,407.88,4,No,3
ORD-10127,2024-07-23,West,Toys,Partner,Consumer,20,580.21,15,9863.57,1719.1,2,No,5
ORD-10128,2024-02-19,West,Apparel,Partner,Corporate,23,486.87,5,10638.11,-422.98,11,No,1
ORD-10129,2024-08-19,North,Electronics,Retail Store,Small Business,9,212.91,0,1916.19,733.11,14,No,5
ORD-10130,2024-02-23,East,Groceries,Retail Store,Small Business,21,500.64,5,9987.77,3838.15,4,No,4
ORD-10131,2024-01-16,South,Furniture,Online,Small Business,9,814.71,20,5865.91,2214.26,4,No,2
ORD-10132,2025-09-07,West,Furniture,Retail Store,Small Business,13,817.27,15,9030.83,2427.57,14,No,3
ORD-10133,2024-08-27,North,Toys,Partner,Consumer,10,711.34,5,6757.73,-52.05,1,No,
ORD-10134,2025-09-28,North,Furniture,Online,Consumer,12,879.78,15,8973.76,-96.91,11,No,
ORD-10135,2024-03-10,East,Electronics,Online,Small Business,3,771.57,20,1851.77,677.08,2,Yes,3
ORD-10136,2024-04-19,North,Furniture,Partner,Consumer,7,186.83,0,1307.81,434.89,11,No,2
ORD-10137,2025-05-03,South,Electronics,Retail Store,Corporate,5,92.59,20,370.36,32.69,5,No,2
ORD-10138,2024-09-19,East,Groceries,Partner,Small Business,2,645.61,0,1291.22,204.07,5,No,5
ORD-10139,2024-02-01,North,Apparel,Retail Store,Corporate,1,395.62,20,316.5,86.19,9,No,1
ORD-10140,2024-04-03,South,Toys,Retail Store,Consumer,10,157.48,0,1574.8,-122.55,8,No,3
ORD-10141,2024-07-07,East,Apparel,Partner,Consumer,19,315.73,20,4799.1,296.9,4,Yes,1
ORD-10142,2025-05-25,North,Furniture,Retail Store,Small Business,4,845.15,20,2704.48,542.59,2,No,2
ORD-10143,2024-12-30,North,Electronics,Retail Store,Small Business,13,836.01,15,9237.91,-622.76,4,No,2
ORD-10144,2025-03-14,South,Toys,Retail Store,Consumer,17,158.14,15,2285.12,424.51,13,Yes,4
ORD-10145,2024-02-04,West,Groceries,Partner,Small Business,19,297.36,0,5649.84,1644.07,3,No,3
ORD-10146,2024-09-20,South,Toys,Partner,Consumer,8,117.82,5,895.43,48.12,13,Yes,4
ORD-10147,2024-06-07,East,Furniture,Online,Consumer,8,652.23,10,4696.06,394.65,4,No,5
ORD-10148,2024-04-14,South,Furniture,Online,Corporate,22,95.97,5,2005.77,574.95,7,No,1
ORD-10149,2024-04-21,West,Electronics,Online,Consumer,9,189.77,5,1622.53,193.91,13,No,5
ORD-10150,2024-08-15,South,Toys,Retail Store,Small Business,21,270.11,0,5672.31,1639.98,1,Yes,1
ORD-10151,2025-03-16,South,Toys,Partner,Small Business,19,675.44,5,12191.69,3002.11,13,No,5
ORD-10152,2025-08-20,West,Furniture,Retail Store,Corporate,22,167.45,0,3683.9,183.84,12,No,3
ORD-10153,2024-09-05,East,Apparel,Retail Store,Corporate,23,642.81,0,14784.63,2182.17,10,No,4
ORD-10154,2024-07-06,West,Groceries,Online,Consumer,25,14.52,20,290.4,13.25,4,No,5
ORD-10155,2024-07-23,West,Toys,Partner,Consumer,12,95.47,10,1031.08,287.31,9,No,5
ORD-10156,2025-01-13,South,Toys,Partner,Consumer,11,372.26,5,3890.12,452.21,13,No,5
ORD-10157,2025-09-20,West,Groceries,Retail Store,Consumer,21,55.67,0,1169.07,-85.75,7,No,5
ORD-10158,2024-12-26,West,Toys,Partner,Consumer,9,102.79,0,925.11,385.88,7,No,1
ORD-10159,2024-06-17,South,Furniture,Retail Store,Small Business,25,66.66,20,1333.2,268.01,4,No,2
ORD-10160,2025-02-27,South,Apparel,Retail Store,Corporate,10,685.1,15,5823.35,1815.7,4,No,5
ORD-10161,2025-01-20,North,Groceries,Partner,Corporate,14,612.54,5,8146.78,806.44,11,No,2
ORD-10162,2025-05-06,East,Apparel,Online,Corporate,14,562.91,0,7880.74,2736.37,1,No,4
ORD-10163,2024-11-28,North,Furniture,Partner,Consumer,17,749.04,15,10823.63,269.23,2,No,2
ORD-10164,2024-09-13,South,Toys,Online,Corporate,4,522.75,20,1672.8,155.94,3,No,3
ORD-10165,2025-07-01,North,Furniture,Partner,Small Business,20,802.57,10,14446.26,4536.66,14,No,1
ORD-10166,2025-05-21,West,Furniture,Partner,Consumer,17,75.36,20,1024.9,202.45,5,No,1
ORD-10167,2024-05-22,West,Apparel,Online,Small Business,16,503.7,5,7656.24,1268.53,8,No,4
ORD-10168,2025-09-05,West,Electronics,Partner,Corporate,6,757.49,5,4317.69,1469.24,6,No,3
ORD-10169,2024-03-18,North,Furniture,Online,Small Business,21,327.54,15,5846.59,-333.63,12,No,
ORD-10170,2025-06-06,North,Apparel,Online,Small Business,16,682.67,0,10922.72,1395.88,3,No,
ORD-10171,2025-01-09,South,Groceries,Retail Store,Corporate,16,701.78,10,10105.63,919.39,5,No,
ORD-10172,2024-10-23,East,Groceries,Partner,Corporate,12,745.82,5,8502.35,3030.94,6,No,5
ORD-10173,2025-05-19,East,Electronics,Online,Small Business,11,177.12,15,1656.07,672.99,2,No,3
ORD-10174,2025-07-21,East,Apparel,Online,Consumer,18,518.77,5,8870.97,-503.89,14,No,4
ORD-10175,2024-03-02,South,Toys,Partner,Small Business,18,552.51,10,8950.66,2400.58,10,No,
ORD-10176,2024-08-05,South,Electronics,Online,Small Business,22,572.06,15,10697.52,113.92,1,No,
ORD-10177,2024-01-14,East,Groceries,Retail Store,Consumer,5,708.95,10,3190.28,417.58,6,No,3
ORD-10178,2025-08-02,North,Toys,Online,Corporate,2,450.5,10,810.9,168.39,7,No,
ORD-10179,2024-01-15,South,Apparel,Retail Store,Corporate,20,534.81,15,9091.77,1767.46,2,No,3
ORD-10180,2024-08-05,North,Furniture,Partner,Small Business,21,18.9,0,396.9,-7.61,14,No,1
ORD-10181,2024-05-04,South,Furniture,Retail Store,Small Business,16,20.91,15,284.38,83.07,1,No,5
ORD-10182,2024-05-28,West,Electronics,Retail Store,Small Business,10,567.62,15,4824.77,1863.2,5,No,5
ORD-10183,2024-02-02,North,Electronics,Retail Store,Corporate,2,18.18,15,30.91,2.36,10,No,3
ORD-10184,2025-09-15,West,Electronics,Retail Store,Small Business,11,333.97,10,3306.3,10.7,13,No,2
ORD-10185,2024-06-16,West,Apparel,Retail Store,Small Business,16,350.24,20,4483.07,389.77,5,No,4
ORD-10186,2025-09-06,South,Groceries,Partner,Corporate,20,654.51,0,13090.2,2779.5,4,No,3
ORD-10187,2025-01-20,West,Toys,Retail Store,Small Business,25,807.02,20,16140.4,-1277.63,5,No,3
ORD-10188,2024-06-10,East,Toys,Online,Small Business,25,799.25,0,19981.25,-129.89,14,No,5
ORD-10189,2025-05-26,West,Groceries,Retail Store,Consumer,18,81.13,10,1314.31,412.49,12,No,2
ORD-10190,2025-09-13,South,Electronics,Retail Store,Small Business,22,358.97,15,6712.74,1984.06,13,No,3
ORD-10191,2025-07-07,North,Electronics,Online,Corporate,18,726.88,20,10467.07,2195.94,5,No,2
ORD-10192,2025-05-03,South,Toys,Online,Consumer,19,185.67,0,3527.73,1139.22,5,No,4
ORD-10193,2025-07-31,South,Groceries,Online,Consumer,13,702.78,20,7308.91,2786.95,8,No,
ORD-10194,2025-01-15,North,Apparel,Retail Store,Corporate,3,144.76,10,390.85,70.25,1,No,
ORD-10195,2024-07-28,East,Toys,Retail Store,Corporate,16,530.11,0,8481.76,-266.72,8,No,4
ORD-10196,2024-05-14,West,Groceries,Online,Consumer,2,308.26,0,616.52,-33.6,9,No,5
ORD-10197,2025-04-14,West,Apparel,Online,Small Business,3,777.36,15,1982.27,792.21,5,No,4
ORD-10198,2024-08-26,West,Electronics,Online,Corporate,22,458.32,0,10083.04,4062.3,12,No,1
ORD-10199,2024-02-09,North,Groceries,Online,Corporate,12,58.05,10,626.94,196.35,12,Yes,5
ORD-10200,2025-05-10,North,Electronics,Online,Small Business,4,134.59,20,430.69,126.67,10,No,3
ORD-10201,2024-04-17,North,Apparel,Retail Store,Corporate,11,337.66,5,3528.55,387.52,8,No,1
ORD-10202,2024-01-13,North,Apparel,Online,Consumer,23,821.77,20,15120.57,-621.56,10,No,5
ORD-10203,2024-05-23,North,Apparel,Partner,Consumer,4,833.72,5,3168.14,463.08,6,No,1
ORD-10204,2025-05-03,South,Electronics,Partner,Consumer,21,332.6,0,6984.6,70.68,8,No,1
ORD-10205,2025-03-25,South,Furniture,Online,Corporate,9,379.35,0,3414.15,701.59,5,No,1
ORD-10206,2024-09-23,North,Apparel,Online,Small Business,4,289.67,5,1100.75,-56.77,13,No,1
ORD-10207,2025-07-27,South,Apparel,Retail Store,Corporate,10,111.67,20,893.36,371.2,4,No,
ORD-10208,2025-02-03,East,Groceries,Online,Small Business,14,807.1,0,11299.4,-813.4,13,No,2
ORD-10209,2025-06-07,East,Furniture,Online,Corporate,15,6.72,20,80.64,11.1,7,No,2
ORD-10210,2025-08-08,South,Furniture,Partner,Consumer,5,759.82,10,3419.19,62.76,2,No,4
ORD-10211,2025-05-22,South,Groceries,Partner,Corporate,6,189.4,10,1022.76,21.63,2,Yes,5
ORD-10212,2025-06-16,East,Apparel,Retail Store,Corporate,24,825.04,10,17820.86,6076.09,14,No,
ORD-10213,2024-01-16,East,Apparel,Online,Consumer,25,431.57,20,8631.4,1739.78,6,No,1
ORD-10214,2025-01-15,West,Toys,Partner,Consumer,20,772.98,0,15459.6,-303.22,12,No,2
ORD-10215,2025-01-25,North,Toys,Partner,Corporate,25,808.75,0,20218.75,2895.72,1,No,4
ORD-10216,2024-05-17,South,Electronics,Online,Consumer,8,870.85,0,6966.8,529.17,9,No,
ORD-10217,2024-04-08,West,Furniture,Partner,Consumer,9,20.83,10,168.72,45.78,2,No,
ORD-10218,2024-07-02,East,Electronics,Online,Consumer,9,115.13,5,984.36,-18.93,3,No,4
ORD-10219,2024-08-20,West,Furniture,Online,Consumer,5,603.55,5,2866.86,1114.61,7,Yes,3
ORD-10220,2025-09-03,East,Toys,Retail Store,Corporate,17,37.41,0,635.97,25.56,6,Yes,3
ORD-10221,2025-07-31,East,Groceries,Partner,Consumer,13,763.63,0,9927.19,3960.26,6,No,3
ORD-10222,2024-01-12,East,Groceries,Retail Store,Consumer,4,480.06,0,1920.24,331.03,1,No,1
ORD-10223,2025-03-06,North,Apparel,Online,Consumer,25,897.77,5,21322.04,7522.49,10,No,5
ORD-10224,2025-09-30,North,Groceries,Retail Store,Consumer,21,490.32,0,10296.72,1854.98,7,No,
ORD-10225,2024-10-21,North,Electronics,Online,Small Business,10,316.06,0,3160.6,1262.79,9,No,
ORD-10226,2025-04-22,North,Toys,Partner,Consumer,18,839.07,5,14348.1,5202.55,7,No,2
ORD-10227,2024-10-07,East,Furniture,Retail Store,Small Business,24,83.62,10,1806.19,483.01,4,No,3
ORD-10228,2024-07-25,East,Toys,Partner,Corporate,23,333.3,10,6899.31,1065.82,5,No,1
ORD-10229,2024-12-07,West,Furniture,Online,Corporate,7,463.64,5,3083.21,3.54,4,No,4
ORD-10230,2024-11-29,East,Apparel,Online,Consumer,9,259.91,0,2339.19,-1.68,2,No,2
ORD-10231,2025-03-26,East,Electronics,Partner,Consumer,17,352.16,5,5687.38,1026.37,11,Yes,1
ORD-10232,2025-03-02,South,Groceries,Partner,Small Business,22,320.45,15,5992.41,2067.36,14,No,
ORD-10233,2025-05-01,South,Groceries,Retail Store,Consumer,21,639.15,15,11408.83,-888.04,13,No,4
ORD-10234,2024-04-30,South,Apparel,Retail Store,Corporate,13,866.65,10,10139.8,3613.63,10,No,3
ORD-10235,2025-04-08,East,Apparel,Retail Store,Small Business,10,652.14,0,6521.4,1289.12,7,No,2
ORD-10236,2024-01-07,East,Apparel,Online,Corporate,13,402.41,0,5231.33,1086.63,10,No,
ORD-10237,2024-12-04,South,Groceries,Retail Store,Consumer,20,755.15,0,15103.0,-1015.11,5,No,3
ORD-10238,2024-11-03,West,Toys,Partner,Small Business,25,284.61,10,6403.73,1815.83,7,No,3
ORD-10239,2025-01-01,North,Electronics,Partner,Consumer,20,610.22,5,11594.18,2117.38,2,No,2
ORD-10240,2025-05-27,South,Apparel,Online,Corporate,21,507.4,10,9589.86,1566.57,8,No,4
ORD-10241,2024-12-17,East,Toys,Retail Store,Corporate,24,735.22,0,17645.28,7220.68,14,No,4
ORD-10242,2024-06-28,East,Electronics,Partner,Corporate,21,805.59,15,14379.78,3387.17,9,No,4
ORD-10243,2024-07-31,North,Toys,Retail Store,Small Business,7,373.97,0,2617.79,1091.29,11,Yes,
ORD-10244,2025-02-25,North,Electronics,Retail Store,Corporate,1,279.53,15,237.6,81.04,10,No,5
ORD-10245,2024-01-31,East,Furniture,Partner,Small Business,6,450.59,10,2433.19,431.08,3,No,1
ORD-10246,2025-02-24,North,Toys,Online,Consumer,4,135.09,10,486.32,-20.39,9,No,3
ORD-10247,2025-09-19,East,Apparel,Online,Small Business,2,586.84,15,997.63,39.04,5,No,
ORD-10248,2024-09-30,West,Electronics,Partner,Corporate,19,61.41,0,1166.79,-81.94,4,No,4
ORD-10249,2024-02-14,South,Apparel,Online,Consumer,2,560.06,0,1120.12,431.71,14,No,2
ORD-10250,2024-01-07,West,Apparel,Online,Consumer,10,379.45,0,3794.5,981.41,11,Yes,4
ORD-10251,2024-08-14,West,Apparel,Online,Consumer,10,361.75,15,3074.88,-111.52,3,No,3
ORD-10252,2024-07-10,North,Electronics,Retail Store,Small Business,10,359.44,0,3594.4,1278.68,6,No,5
ORD-10253,2024-03-08,South,Electronics,Retail Store,Consumer,14,744.11,0,10417.54,1599.16,6,No,3
ORD-10254,2024-02-05,South,Groceries,Online,Small Business,22,27.63,20,486.29,-7.33,4,No,4
ORD-10255,2024-05-10,South,Toys,Online,Corporate,15,423.01,20,5076.12,489.64,12,No,3
ORD-10256,2025-08-17,South,Furniture,Online,Corporate,10,856.09,10,7704.81,1985.15,12,No,4
ORD-10257,2025-03-26,South,Toys,Online,Consumer,12,483.52,5,5512.13,1427.24,2,No,2
ORD-10258,2025-01-29,East,Electronics,Online,Corporate,22,647.81,0,14251.82,3924.27,12,No,1
ORD-10259,2024-11-24,East,Furniture,Partner,Corporate,22,802.73,0,17660.06,289.84,12,No,
